id,step,recipe_id
260,"Шаг 5 Готовые овощи аккуратно переложите в стакан блендера, туда же соберите весь сок, приправы и масло из формы для запекания. Добавьте постепенно бульон, сначала примерно 300 мл. Пробейте блендером и оцените консистенцию супа, она должна быть шелковистой и густой, как суп-пюре. Если нужно, добавьте ещё бульона, можно также влить немного оливкового масла. При необходимости досолите на этом этапе.",46
261,"Шаг 5 Готовые овощи аккуратно переложите в стакан блендера, туда же соберите весь сок, приправы и масло из формы для запекания. Добавьте постепенно бульон, сначала примерно 300 мл. Пробейте блендером и оцените консистенцию супа, она должна быть шелковистой и густой, как суп-пюре. Если нужно, добавьте ещё бульона, можно также влить немного оливкового масла. При необходимости досолите на этом этапе.",46
262,"Шаг 1 Морковь измельчите на крупной тёрке, лук нарежьте, чеснок пропустите через пресс или нарежьте очень мелко.",47
263,"Шаг 2 В кастрюле с толстым дном разогрейте оливковое масло и обжарьте все нарезанные овощи в течение 5-7 минут, затем влейте 2 литра холодной воды. Когда вода закипит, добавьте фасоль и нарезанные кубиком томаты.",47
264,Шаг 3 Картофель нарежьте кубиками 1х1 см и добавьте в кастрюлю. Посолите и поперчите по вкусу.,47
265,"Шаг 4 Суп готов, когда картофель полностью сварится. По желанию добавьте воды, чтобы отрегулировать густоту.",47
266,"Шаг 1 Разморозьте морепродукты и бульон, если используете замороженный. Налейте бульон в кастрюлю. Помимо куриного, можно использовать креветочный бульон, рыбный или простую воду.",48
267,Шаг 2 Добавьте грибы шиитаке и пасту том ям.,48
268,"Шаг 3 Положите в кастрюлю один целый стебль лемонграсса и один нарезанный. Добавьте 4 листа каффира-лайма, корень галангала (весь из набора, по желанию можно нарезать), морепродукты.",48
269,Шаг 4 Налейте кокосовое молоко.,48
270,Шаг 5 Выдавите сок половины лайма или по вкусу. Доведите всё вместе до кипения на среднем огне и прогрейте ещё примерно 2 минуты. Можно добавить перец чили по вкусу.,48
271,"Шаг 6 Подавайте суп с варёным рисом, украсив кинзой и при желании половинками помидоров черри.",48
272,"Шаг 1 В большую кастрюлю налейте воду, добавьте суповые кости. Доведите до кипения и варите на среднем огне 1,5 часа, снимая пенку.",49
273,"Шаг 2 Очистите имбирь, лук и морковь. Разрежьте морковь и имбирь вдоль. Выложите ингредиенты на сухую разогретую сковороду и готовьте до обугливания около 10 минут. Добавьте в бульон, обильно посолите и влейте воду взамен той, которая выпарилась.",49
274,"Шаг 3 Через 1,5 часа добавьте специи: гвоздику и анис. Подлейте воды. Обильно посолите, добавьте рыбный соус и готовьте на медленном огне ещё 1,5 часа. Готовый бульон процедите.",49
275,"Шаг 4 Мясо нарежьте тонкими слайсами. Отлейте часть готового бульона в сотейник, доведите до кипения и обварите мясо до полуготовности. Оно дойдёт в горячем Фо Бо.",49
276,"Шаг 5 Промойте лапшу. Варите в кипящей воде около 6 минут, затем слейте жидкость и промойте.",49
277,"Шаг 6 В миску для супа выложите нарезанный лук, кинзу, перья зелёного лука, кусочек имбиря.",49
278,"Шаг 7 Залейте горячим бульоном, добавьте 150 г лапши и 150 г мяса в каждую порцию. Дополнительно сверху выложите проростки фасоли.",49
279,"Шаг 1 Лук и чеснок почистите, нарежьте произвольно крупными кусочками.",50
280,"Шаг 2 Разогрейте кастрюлю с оливковым маслом. Выложите в неё лук и чеснок и готовьте, периодически помешивая, примерно 5 минут на среднем огне.",50
281,"Шаг 3 Тыкву помойте и почистите, удалите семечки. Нарежьте мякоть кубиками размером примерно 2х2 см.",50
282,"Шаг 4 Выложите в кастрюлю к луку с чесноком и готовьте ещё 5 минут, периодически помешивая.",50
283,"Шаг 5 Добавьте к овощам куркуму и соль, перемешайте. Налейте в кастрюлю воду и готовьте до размягчения тыквы (примерно 20 минут).",50
284,Шаг 6 Готовые овощи измельчите блендером до однородности.,50
285,"Шаг 7 Добавьте 100-200 г сливок — точное количество зависит от консистенции супа, которую вы любите. Поперчите по вкусу, перемешайте и прогрейте всё вместе пару минут.",50
286,"Шаг 8 Разлейте суп по тарелкам, украсьте тыквенными семечками, свежим тимьяном и по желанию сливками.",50
287,"Шаг 1 Мякоть манго и имбиря отправьте в блендер, добавьте мёд, специи и полстакана воды.",51
288,Шаг 2 Пробейте всё до однорожности.,51
289,Шаг 3 Получившуюся смесь процедите через мелкое сито.,51
290,"Шаг 4 Разлейте суп по тарелкам, добавьте ложку сливочного сыра, полейте мёдом, припорошите корицей и паприкой, украсьте миндальными лепестками (по желанию).",51
291,"Шаг 1 Кабачки помойте, отрежьте плодоножки и нарежьте кружочками. Картофель помойте и почистите, нарежьте брусочками. Чеснок почистите и нарежьте крупно. Кстати, для этого рецепта можно взять кабачки и картофель в соотношении 2:1.",52
292,"Шаг 2 Разогрейте кастрюлю с 1 ст. ложкой растительного масла, выложите в неё кабачки, картофель и чеснок. Готовьте 5 минут на среднем огне, периодически помешивая.",52
293,Шаг 3 Налейте в кастрюлю 200 мл воды и готовьте примерно 20 минут до мягкости овощей.,52
294,"Шаг 4 Когда овощи будут готовы, измельчите суп блендером. Посолите, поперчите по вкусу. При необходимости доведите суп до нужной консистенции кипятком и прогрейте всё вместе 3-5 минут.",52
295,"Шаг 5 Листья базилика помойте, обсушите и выложите в чашу блендера. Налейте оливковое масло и измельчите до однородности. Процедите получившийся соус через сито, чтобы получилось зелёное масло. Чтобы цвет масла был более насыщенным, можно добавить к базилику немного любой нейтральной по вкусу зелени — например, петрушку, шпинат.",52
296,"Шаг 6 Разлейте суп по тарелкам, полейте зелёным маслом, украсьте сухариками и подавайте.",52
297,"Шаг 1 Горох тщательно промойте. Можно замочить горох заранее, оставив при комнатной температуре на 6-8 часов или залив кипятком на 1-2 часа.",53
298,"Шаг 2 Бекон нарежьте небольшими кусочками и обжарьте на сухой сковороде или в кастрюле, в которой будете варить суп, чтобы вытопить жир. Добавьте рёбра и обжарьте их до корочки.",53
299,"Шаг 3 Лук и морковь очистите и нарежьте кубиками, чеснок очистите и измельчите, добавьте в сковороду (кастрюлю).",53
300,"Шаг 4 Колбаски нарежьте кусочками, добавьте в кастрюлю (туда же переложите всё, что вы обжаривали на сковороде, если использовали её). Сразу всыпьте промытый горох, залейте 4 литрами воды и варите около 40 минут.",53
301,"Шаг 5 Когда горох почти сварится, добавьте нарезанный кубиками картофель и лавровый лист.",53
302,"Шаг 6 Варите до готовности картофеля. Затем посолите и поперчите. Подавайте, посыпав зеленью.",53
303,Шаг 1 Перловку предварительно замочите в воде на несколько часов или на ночь. Перед закладкой в рассольник слейте воду и промойте крупу.,54
304,"Шаг 2 Лук и морковь очистите. Лук нарежьте кубиками, морковь измельчите на терке. Мясо нарежьте крупными кубиками.",54
305,"Шаг 3 Обжарьте в кастрюле мясо, морковь и лук на растительном масле на среднем огне.",54
306,"Шаг 4 Добавьте в кастрюлю перловку, залейте 3 литрами воды. Доведите до кипения, убавьте огонь и варите около 20 минут.",54
307,Шаг 5 Картофель очистите и нарежьте мелкими кубиками. Добавьте в суп и варите до готовности картофеля (около 15-20 минут).,54
308,"Шаг 6 Огурцы нарежьте мелкими кубиками. Добавьте в суп огурцы и томатную пасту, перемешайте, при необходимости посолите и поперчите суп. Доведите до кипения, проварите ещё 5 минут и снимите суп с огня",54
309,Шаг 1 Лук очистите и нарежьте кубиками. Говядину обжарьте на растительном масле прямо в кастрюле. Добавьте лук и спассеруйте до прозрачности.,55
310,"Шаг 2 Добавьте всё содержимое банки с томатами (сами томаты предварительно разомните вилкой), соль и специи. Если есть хмели-сунели, непременно тоже положите. Влейте 3-3,5 литра воды, доведите до кипения и варите 40-45 минут.",55
311,"Шаг 3 Рис всыпьте в суп, добавьте ткемали и варите до готовности риса (около 20 минут).",55
312,Шаг 4 Орехи пробейте в блендере вместе с чесноком и ложкой лимонного сока. На этом этапе можно добавить ещё немного хмели-сунели для баланса вкуса.,55
313,"Шаг 5 Попробуйте, при необходимости досолите, добавьте чуть-чуть сахара или лимонного сока. Всыпьте молотые грецкие орехи, прогрейте ещё 5 минут. При подаче добавьте рубленую кинзу.",55
314,Шаг 1 Лук и морковь очистите и нарежьте кубиками.,56
315,"Шаг 2 В кастрюле разогрейте масло, обжарьте овощи до золотистости, всыпьте специи, перемешайте, всыпьте промытую чечевицу и залейте водой и томатной пастой, варите до готовности чечевицы. Отложите часть чечевицы.",56
316,"Шаг 3 В кастрюлю добавьте чеснок и измельчите суп блендером, посолите по вкусу. Верните отложенную чечевицу в кастрюлю и прогрейте суп еще минуту. Готово! Подавайте, посыпав зеленью.",56
317,Шаг 1 Все ингредиенты мелко режем и складываем в кастрюлю.,57
318,"Шаг 2 Петрушку и мяту растираем с солью в ступке, добавляем к овощам.",57
319,Шаг 3 Заливаем все кефиром и добавляем  воду. Перемешиваем и можно разливать по тарелкам.,57
320,"Шаг 1 Смесь бобовых замочите в холодной воде на несколько часов. Этот шаг можно пропустить, но замачивание помогает бобовым быстрее вариться и лучше усваиваться организмом.",58
321,"Шаг 2 Лук и морковь нарежьте средними кубиками, чеснок измельчите. Из зубчиков чеснока удалите предварительно сердцевину (если у вас молодой чеснок, делать это не нужно).",58
322,"Шаг 3 Обжарьте овощи на растительном масле, добавьте томатную пасту и куркуму (соль на этом этапе добавлять не нужно!), перемешайте и прогрейте пару минут.",58
323,Шаг 4 Затем всыпьте промытую смесь бобовых и залейте 3 литрами воды.,58
324,"Шаг 5 Доведите до кипения, убавьте огонь и варите суп примерно 40 минут.",58
325,"Шаг 6 Очистите картофель и нарежьте кубиками, добавьте в суп. Варите ещё около 20 минут, в конце посолите по вкусу.",58
326,Шаг 7 Подавайте суп горячим со свежей зеленью и хлебом.,58
327,Шаг 1 Грибы залейте кипятком и оставьте на 30 минут.,59
328,Шаг 2 Лук почистите и мелко нарежьте. Морковь почистите и измельчите на крупной тёрке. Чеснок почистите и мелко нарежьте.,59
329,"Шаг 3 В кастрюлю налейте растительное масло, положите подготовленные лук, морковь и чеснок. Готовьте, периодически помешивая, на среднем огне до золотистого цвета.",59
330,"Шаг 4 Затем добавьте к овощам булгур (промывать не надо), всыпьте сухой бульон и налейте воду. Доведите до кипения и продолжайте варить на среднем огне.",59
331,"Шаг 5 С грибов слейте воду. Аккуратно вылейте её в суп, но не до конца: если вдруг в грибах был мелкий мусор, чтобы он остался в мисочке/ковшике.",59
332,"Шаг 6 Картофель почистите и нарежьте кубиками, добавьте в суп.",59
333,Шаг 7 Грибы мелко нарежьте.,59
334,"Шаг 8 Добавьте в суп, уменьшите огонь до минимума и томите около 20 минут.",59
335,Шаг 9 Подавайте грибной суп со сметаной и мелко нарезанным укропом.,59
336,Шаг 1 Разморозьте тесто согласно инструкции на упаковке. Сыр измельчите на крупной тёрке.,60
337,Шаг 2 Добавьте сметану и перемешайте до однородности.,60
338,Шаг 3 Немного припылите рабочую поверхность мукой. Раскатайте тесто в круг.,60
339,Шаг 4 Выложите на него половину начинки.,60
340,"Шаг 5 Защипните края, собрав их к центру лепёшки, и хорошо закрепите. Начинку не должно быть видно.",60
341,Шаг 6 Положите заготовку на пергамент для выпечки защипами вниз и скалкой раскатайте в круглую лепёшку.,60
342,"Шаг 7 Выложите хачапури на пергаменте на противень, сверху равномерно распределите оставшуюся начинку. Выпекайте в разогретой до 180 ℃ духовке 35-40 минут. При подаче смажьте хачапури сливочным маслом.",60
343,"Шаг 1 Если используете не оставшуюся после праздника индейку, а запекаете её специально, возьмите филе бедра — оно сочнее. Разогрейте духовку до 170 °C. Смажьте филе небольшим количеством растительного масла и положите в рукав для запекания или выложите на застеленный пергаментом противень. Запекайте индейку в разогретой до 170 °C духовке в течение 35-45 минут до готовности.",61
344,Шаг 2 В отдельной мисочке смешайте соус чипотле и растительное масло.,61
345,"Шаг 3 У огурцов срежьте плодоножки, нарежьте овощи соломкой. Выложите в миску.",61
346,Шаг 4 Запеченную индейку нарежьте соломкой и положите в миску с огурцом.,61
347,Шаг 5 Слейте жидкость из банки с фасолью и добавьте бобы в миску.,61
348,Шаг 6 Каперсы разрежьте на четвертинки. Добавьте к остальным ингредиентам. Также положите салатный микс.,61
349,Шаг 7 Заправьте салат и перемешайте. При подаче украсьте целыми каперсами.,61
350,Шаг 1 Перец заверните в фольгу и запеките при 180 °C в течение 20 минут. Затем выключите духовку и оставьте в ней перец ещё на 5 минут.,62
351,Шаг 2 Сделайте заправку. Выложите в миску горчицу и налейте оливковое масло. Добавьте сок лимона и сливки. Перемешайте.,62
352,"Шаг 3 Кинзу помойте, просушите и мелко порубите. Добавьте в заправку и перемешайте.",62
353,Шаг 4 Куриное филе нарежьте тонкой соломкой. У огурца срежьте плодоножки и также нарежьте тонкой соломкой.,62
354,Шаг 5 У авокадо удалите косточку. С помощью ложки аккуратно выньте мякоть от кожуры и нарежьте тонкими ломтиками.,62
355,"Шаг 6 У запечённого перца снимите кожицу, срежьте плодоножку. Очистите мякоть от семян и нарежьте тонкой соломкой. Сыр фета нарежьте кубиками.",62
356,Шаг 7 Салат романо помойте и обсушите. Нарежьте крупно. Смешайте с подготовленной ранее заправкой.,62
357,"Шаг 8 Выложите листья салата с заправкой на тарелку. Сверху положите курицу, авокадо, огурец и перец, полейте заправкой. При подаче украсьте свежей кинзой.",62
358,Шаг 1 Капусту нашинкуйте и положите в глубокую миску.,63
359,"Шаг 2 Добавьте соль, помните капусту руками и перемешайте — это нужно, чтобы она стала мягче и сочнее.",63
360,Шаг 3 Редис нарежьте тонкими ломтиками и добавьте к капусте.,63
361,"Шаг 4 У огурцов удалите плодоножки и нарежьте ломтиками, как редиску.",63
362,Шаг 5 Укроп измельчите.,63
363,"Шаг 6 Добавьте огурцы и укроп к остальным ингредиентам. Всыпьте орегано и базилик, поперчите по вкусу. Налейте нерафинированное масло.",63
364,"Шаг 7 Хорошо перемешайте салат и подавайте, украсив веточкой укропа.",63
365,"Шаг 1 Лук нарежьте перьями, редис — тонкими ломтиками, укроп и петрушку — мелко. У помидоров вырежьте плодоножки, нарежьте овощи кусочками среднего размера.",64
366,Шаг 2 Налейте уксус в мисочку. Добавьте сахар. Налейте оливковое масло и хорошо перемешайте получившуюся заправку.,64
367,"Шаг 3 Положите все ингредиенты в миску, полейте заправкой. Посолите, поперчите и хорошо перемешайте. Подавайте, украсив листиками петрушки.",64
368,"Шаг 1 Заранее разморозьте филе тунца и отварите яйца вкрутую. Разогрейте сковороду с 2 ст. л. растительного масла, выложите кусочки филе тунца, обжарьте по 2-3 минуты с каждой стороны. Выложите на салфетку.",65
369,Шаг 2 10 яиц почистите и разрежьте пополам. С оливок и маслин слейте рассол. Отварной картофель нарежьте крупными кусочками или возьмите бэби-картофель.,65
370,"Шаг 3 Разогрейте сковороду с 1-2 ст. л. растительного масла, выложите картофель и обжаривайте до золотистого цвета 5-10 минут.",65
371,"Шаг 4 Редис нарежьте тонкими ломтиками с помощью тёрки или ломтерезки. Положите в миску с водой и льдом примерно на 5-7 минут, чтобы ушла горечь, а ломтики стали упругими.",65
372,"Шаг 5 Фасоль опустите в подсоленную кипящую воду и варите 3-5 минут. Затем сразу же слейте воду, чтобы не переварить.",65
373,"Шаг 6 Помидоры черри разрежьте на половинки. Листья салата хорошо промойте, обсушите и порвите руками.",65
374,"Шаг 7 Выложите на тарелку перепелиные яйца, картофель, оливки, маслины, фасоль, каперсы, черри, листья салата, ломтики редиса и ломтики тунца. Как вариант, можете выложить все ингредиенты на листья салата.",65
375,"Шаг 8 Сделайте заправку. Для этого смешайте блендером до однородности анчоусы, 2 сырых перепелиных яйца, дижонскую горчицу, оливковое масло, сок лимона, бальзамик (по желанию) и сахар. Полейте получившейся заправкой салат и подавайте.",65
376,Шаг 1 Отделите желтки от белков. В рецепте «Цезаря» вам понадобятся только желтки.,66
377,"Шаг 2 Чеснок почистите и пропустите через пресс, добавьте к желткам. Влейте лимонный сок и разотрите всё вместе вилкой.",66
378,"Шаг 3 Положите дижонскую горчицу и, продолжая растирать будущую заправку вилкой, вливайте по чуть-чуть оливковое масло. Добавьте тёртый пармезан и снова перетрите всё вилкой.",66
379,Шаг 4 Добавьте растительное масло и соедините ингредиенты венчиком. ,66
380,Шаг 5 Листья салата романо помойте и обсушите. Порвите на кусочки и смешайте с соусом.,66
381,Шаг 6 Помидоры черри разрежьте на половинки. Куриную грудку нарежьте ломтиками.,66
382,"Шаг 7 Выложите листья салата с соусом на тарелку. Сверху поместите кусочки курицы и немного помидорок черри (оба ингредиента — по желанию). Посыпьте салат пармезаном, украсьте сухариками и подавайте «Цезарь» к столу.",66
383,"Шаг 1 Лук и чили нарежьте мелко, чеснок — соломкой. Имбирь почистите и также мелко нарежьте.",67
384,"Шаг 2 Налейте на сковороду масло, насыпьте зиру и разогрейте. Добавьте лук, чеснок, чили и жарьте до золотистого цвета в течение примерно 10 минут.",67
385,"Шаг 3 Томаты нарежьте кусочками среднего размера, добавьте к луку.",67
386,"Шаг 4 Положите сушёные листья карри, смесь специй, посолите, перемешайте и продолжайте готовить ещё 5 минут. Добавьте воду и тушите ещё примерно 10 минут до мягкости томатов.",67
387,Шаг 5 Измельчите блендером до однородности.,67
388,Шаг 6 Филе тунца нарежьте кубиками размером примерно 2 x 2 см.,67
389,"Шаг 7 Выложите в соус, готовьте примерно 10 минут.",67
390,Шаг 8 Подавайте с рисом.,67
391,"Шаг 1 Рыбу промойте, обсушите салфеткой и сложите в миску или контейнер.",68
392,"Шаг 2 Полейте стейки из сёмги соусом терияки, выдавите сок половинки лайма, посолите, добавьте кусочек острого перца и измельчённую половину кинзы.",68
393,Шаг 3 Перемешайте рыбу с маринадом и оставьте на 30 минут при комнатной температуре.,68
394,Шаг 4 Подготовьте гриль для жарки рыбы. Смажьте поверхность гриля маслом и выложите сёмгу.,68
395,"Шаг 5 Жарьте рыбу до корочки. Рыба готовится быстро, обычно ей достаточно примерно 10-15 минут, так что не передержите.",68
396,"Шаг 1 Помойте баклажаны. Разрежьте пополам и выложите на застеленный пергаментом противень. На каждой половинке сделайте ножом насечки по диагонали, посолите по вкусу, слегка смажьте оливковым маслом. Запекайте 20 минут в разогретой до 180 ℃ духовке. По желанию накройте фольгой.",69
397,"Шаг 2 Выложите в миску фарш. Посолите, поперчите по вкусу.",69
398,Шаг 3 Зелень нарежьте и добавьте в фарш.,69
399,"Шаг 4 Налейте в фарш 50-100 мл холодной воды, чтобы он стал сочнее. Хорошо перемешайте.",69
400,"Шаг 5 Достаньте из духовки запечённые баклажаны. Стараясь не повредить кожицу, аккуратно выньте ложкой мякоть, по желанию можете нарезать её. Кожицу сохраните. Добавьте мякоть баклажанов в фарш и перемешайте.",69
401,Шаг 6 Начините кожицу баклажанов полученным фаршем.,69
402,Шаг 7 Сверху выложите ломтики моцареллы и запекайте 20 минут в разогретой до 200 ℃ духовке.,69
403,Шаг 1 Шею нарежьте крупными кусками.,70
404,Шаг 2 Чеснок нарежьте кусочками среднего размера.,70
405,"Шаг 3 В большую кастрюлю налейте масло, разогрейте, выложите мясо. Через несколько минут посолите по вкусу и готовьте в общей сложности 10–15 минут до образования золотистой корочки. Периодически помешивайте.",70
406,Шаг 4 Лук нарежьте кусочками среднего размера.,70
407,"Шаг 5 В мясо добавьте душистый перец горошком, молотый чёрный перец по вкусу, лук, чеснок и лавровый лист. Готовьте ещё минут 15, периодически помешивая.",70
408,Шаг 6 Выложите в кастрюлю томаты в собственном соку вместе с соком.,70
409,"Шаг 7 Томаты помните ложкой/лопаткой прямо в кастрюле. По желанию можно добавить 1 ст. л. сахара, чтобы нейтрализовать кислоту томатов.",70
410,"Шаг 8 Тушите на медленном огне 40–45 минут. Если вдруг жидкость выкипит или вы любите более жидкий соус, добавьте немного воды.",70
411,"Шаг 1 Лук и чеснок помойте, почистите и мелко нарежьте.",71
412,"Шаг 2 В миску выложите фарш, добавьте лук, чеснок, рис, посолите, поперчите по вкусу.",71
413,"Шаг 3 Добавьте паприку и холодную воду, перемешайте.",71
414,"Шаг 4 Кабачки помойте, отрежьте плодоножки. Разрежьте каждый кабачок на несколько частей.",71
415,"Шаг 5 У каждой вырежьте сердцевину, стараясь не повредить дно «башенки».",71
416,"Шаг 6 В каждую «башенку» кабачка выложите фарш, слегка утрамбуйте.",71
417,Шаг 7 Поставьте «башенки» в форму для запекания и налейте на дно 2 ст. ложки воды. Поставьте форму с кабачками в духовку и запекайте 25-30 минут при 180 ℃.,71
418,"Шаг 8 Сыр измельчите на крупной тёрке. Достаньте форму, посыпьте кабачки сыром и поставьте в духовку ещё на 6-7 минут.",71
419,"Шаг 1 Сливочное масло выложите из холодильника примерно за 15 минут до приготовления, чтобы размягчилось. Выложите фарш в миску. Петрушку помойте и обсушите, чеснок почистите. Мелко порубите петрушку и чеснок, добавьте в миску с фаршем. Насыпьте туда же панировочные сухари.",72
420,"Шаг 2 Посолите, поперчите и налейте молоко.",72
421,Шаг 3 Добавьте размягчённое сливочное масло. Перемешайте до соединения компонентов.,72
422,Шаг 4 Лук почистите и нарежьте тонкими полукольцами. Положите лук в стакан блендера и измельчите до однородности. Переложите в миску.,72
423,"Шаг 5 Добавьте к луку сливки, томатную пасту, дижонскую горчицу, соль и перец. Перемешайте.",72
424,"Шаг 6 Сыр натрите на крупной тёрке, добавьте в соус и перемешайте.",72
425,Шаг 7 Влажными руками с помощью столовой ложки сформуйте из фарша фрикадельки диаметром примерно 5 см. Выложите в форму для запекания.,72
426,Шаг 8 Залейте колобки соусом. Закройте форму фольгой в 2 слоя и запекайте в разогретой до 180 °C духовке 10 минут. Затем снимите фольгу и запекайте ещё 5 минут.,72
427,"Шаг 1 Поставьте вариться рис. Для этого вскипятите воду в большой кастрюле, посолите из расчёта 0,5 ч. ложки соли на 1 л воды, засыпьте 200 г сухого риса и варите 20 минут.",73
428,"Шаг 2 По окончании варки крупу откиньте на дуршлаг, чтобы стекла вода. Затем добавьте в ещё горячий рис 1-1,5 ч. ложки кунжутного масла, перемешайте.",73
429,Шаг 3 Лук нарежьте перьями. Корень имбиря и чеснок почистите и нарежьте мелко. Чили очистите от семян и также нарежьте мелко.,73
430,"Шаг 4 В мисочке смешайте мёд, винный уксус, сок лайма, нарезанные имбирь и чеснок, соевый соус.",73
431,Шаг 5 Курицу нарежьте крупными кусочками.,73
432,"Шаг 6 Выложите птицу в подготовленный маринад, добавьте лук, перемешайте и оставьте на 25-30 минут.",73
433,"Шаг 7 Разогрейте сковороду с 1 ст. ложкой кунжутного или другого растительного масла. Выложите курицу с луком и готовьте 10-15 минут, периодически помешивая.",73
434,"Шаг 8 В мисочку налейте 2 ст. ложки холодной воды, добавьте 1 ч. ложку крахмала и смешайте до однородности. Кинзу мелко нарежьте. Добавьте разведённый крахмал и кинзу в курицу, перемешайте и готовьте всё вместе ещё 5 минут.",73
435,"Шаг 9 Разложите рис по тарелкам, сверху — курицу. Посыпьте мелко нарезанной свежей кинзой и кунжутом.",73
436,"Шаг 1 Морковь помойте, почистите и измельчите на тёрке соломкой. Репчатый лук почистите и нарежьте перьями. Грибы протрите салфеткой или промойте, потом обязательно обсушив. Нарежьте грибы пластинами.",74
437,Шаг 2 Разогрейте сковороду с двумя видами масел. Выложите лук и готовьте 2 минуты.,74
438,"Шаг 3 Налейте 1-2 столовые ложки соевого соуса, перемешайте. Добавьте морковь и готовьте ещё 2 минуты.",74
439,"Шаг 4 Добавьте грибы, перемешайте. Мелко нарежьте чеснок и также добавьте на сковороду.",74
440,"Шаг 5 Мелко нарежьте кинзу и зелёный лук. Добавьте зелень к грибам с овощами, влейте 1 ст. ложку соуса терияки, перемешайте и готовьте на среднем огне ещё примерно 7-10 минут, периодически помешивая.",74
441,Шаг 6 Фунчозу залейте кипятком и оставьте на 3-5 минут до размягчения.,74
442,Шаг 7 Аккуратно достаньте из воды щипцами или просто слейте воду.,74
443,"Шаг 8 Разложите фунчозу по тарелкам, сверху выложите грибы с овощами. Посыпьте кунжутом и добавьте ещё немного терияки при подаче. Украсьте перышком зелёного лука и листиком кинзы.",74
